Leagues,Date,Time,HomeTeam,AwayTeam,MatchResult,OverUnderGoals,AltOverGoals,AltUnderGoals,BothTeamstoScore,ToWinEitherHalf,TotalGoalsOddEven,CleanSheet,NoCleanSheet,HomeTeamtoScoreinBothHalves,AwayTeamtoScoreinBothHalves,FirstHalfOverUnder,YesBothtoScoreTotalGoalsOverUnder25,NoBothtoScoreTotalGoalsOverUnder25,YesBothtoScoreTotalGoalsOverUnder35,NoBothtoScoreTotalGoalsOverUnder35,YesBothtoScoreTotalGoalsOverUnder45,NoBothtoScoreTotalGoalsOverUnder45
English FA Cup,"Jan 6, 2024",16:00,Blackburn Rovers,Cambridge United,Blackburn Rovers   1.35 | Draw   4.30 | Cambridge United   7.75,2.5  1.71 | 2.5  2.00,0.5 | 1.5   1.20 | 3.5   2.73 | 4.5   5.36 | 5.5   10.56 | 6.5   11.37 | 7.5   11.37,0.5   11.37 | 1.5   3.94 | 3.5   1.39 | 4.5   1.11 | 5.5 | 6.5 | 7.5,Yes  1.97 | No  1.73,Blackburn Rovers  1.22 | Cambridge United  3.75,Yes  1.97 | No  1.73,Blackburn Rovers   1.90 | Cambridge United   7.00,Blackburn Rovers   1.80 | Cambridge United   1.10,Yes  2.23 | No  1.56,Yes  8.57 | No  1.03,1.5  2.60 | 1.5  1.42,Yes   2.5  2.50 | 2.5  9.00,No   2.5  5.00 | 2.5  2.50,Yes   3.5  3.90 | 3.5  3.90,No   3.5  12.50 | 3.5  2.00,Yes   4.5  7.25 | 4.5  2.70,No   4.5  25.00 | 4.5  1.86
English FA Cup,"Jan 6, 2024",16:00,Swansea City,Morecambe,Swansea City   1.35 | Draw   4.30 | Morecambe   7.75,2.5  1.64 | 2.5  2.10,0.5 | 1.5   1.18 | 3.5   2.60 | 4.5   4.85 | 5.5   9.60 | 6.5   11.37 | 7.5   11.37,0.5   11.37 | 1.5   4.24 | 3.5   1.42 | 4.5   1.14 | 5.5   1.02 | 6.5 | 7.5,Yes  1.92 | No  1.77,Swansea City  1.22 | Morecambe  3.75,Yes  1.92 | No  1.77,Swansea City   2.00 | Morecambe   8.00,Swansea City   1.73 | Morecambe   1.08,Yes  2.08 | No  1.65,Yes  8.16 | No  1.04,1.5  2.45 | 1.5  1.47,Yes   2.5  2.30 | 2.5  9.00,No   2.5  5.00 | 2.5  2.65,Yes   3.5  3.45 | 3.5  4.10,No   3.5  11.00 | 3.5  2.20,Yes   4.5  6.00 | 4.5  2.70,No   4.5  22.00 | 4.5  2.00
English FA Cup,"Jan 6, 2024",16:00,Stoke City,Brighton & Hove Albion,Stoke City   5.75 | Draw   4.20 | Brighton & Hove Albion   1.45,2.5  1.56 | 2.5  2.24,0.5 | 1.5   1.16 | 3.5   2.45 | 4.5   4.24 | 5.5   8.66 | 6.5   11.37 | 7.5   11.37,0.5   11.37 | 1.5   4.43 | 3.5   1.47 | 4.5   1.18 | 5.5   1.03 | 6.5 | 7.5,Yes  1.73 | No  1.97,Stoke City  3.24 | Brighton & Hove Albion  1.28,Yes  1.73 | No  1.97,Stoke City   7.00 | Brighton & Hove Albion   2.40,Stoke City   1.10 | Brighton & Hove Albion   1.53,Yes  6.13 | No  1.08,Yes  2.11 | No  1.63,1.5  2.35 | 1.5  1.51,Yes   2.5  2.05 | 2.5  8.50,No   2.5  6.00 | 2.5  2.90,Yes   3.5  3.00 | 3.5  3.80,No   3.5  13.00 | 3.5  2.45,Yes   4.5  5.25 | 4.5  2.45,No   4.5  25.00 | 4.5  2.25
English FA Cup,"Jan 6, 2024",16:00,Peterborough United,Leeds United,Peterborough United   6.25 | Draw   4.90 | Leeds United   1.36,2.5  1.64 | 2.5  2.10,0.5 | 1.5   1.18 | 3.5   2.60 | 4.5   4.85 | 5.5   9.60 | 6.5   11.37 | 7.5   11.37,0.5   11.37 | 1.5   4.24 | 3.5   1.42 | 4.5   1.14 | 5.5   1.02 | 6.5 | 7.5,Yes  1.92 | No  1.77,Peterborough United  3.50 | Leeds United  1.22,Yes  1.92 | No  1.77,Peterborough United   7.00 | Leeds United   2.10,Peterborough United   1.10 | Leeds United   1.67,Yes  7.13 | No  1.06,Yes  2.11 | No  1.63,1.5  2.45 | 1.5  1.47,Yes   2.5  2.25 | 2.5  10.00,No   2.5  5.00 | 2.5  2.60,Yes   3.5  3.45 | 3.5  3.80,No   3.5  13.00 | 3.5  2.20,Yes   4.5  6.25 | 4.5  2.55,No   4.5  26.00 | 4.5  2.00
English FA Cup,"Jan 6, 2024",16:00,Millwall,Leicester City,Millwall   3.90 | Draw   3.30 | Leicester City   1.86,2.5  2.00 | 2.5  1.71,0.5   1.03 | 1.5   1.30 | 3.5   3.42 | 4.5   7.74 | 5.5   11.37 | 6.5   11.37,0.5   8.66 | 1.5   3.17 | 3.5   1.26 | 4.5   1.04 | 5.5 | 6.5,Yes  1.84 | No  1.84,Millwall  2.45 | Leicester City  1.47,Yes  1.84 | No  1.84,Millwall   4.00 | Leicester City   2.50,Millwall   1.22 | Leicester City   1.50,Yes  5.87 | No  1.09,Yes  3.15 | No  1.30,0.5  1.42 | 0.5  2.60,Yes   2.5  2.50 | 2.5  6.50,No   2.5  9.00 | 2.5  2.20,Yes   3.5  4.20 | 3.5  3.20,No   3.5  23.00 | 3.5  2.00,Yes   4.5  8.50 | 4.5  2.35,No   4.5  39.00 | 4.5  1.95
English FA Cup,"Jan 6, 2024",16:00,Tottenham Hotspur,Burnley,Tottenham Hotspur   1.28 | Draw   5.25 | Burnley   7.75,2.5  1.71 | 2.5  2.00,0.5 | 1.5   1.20 | 3.5   2.73 | 4.5   5.36 | 5.5   10.56 | 6.5   11.37 | 7.5   11.37,0.5   11.37 | 1.5   3.94 | 3.5   1.39 | 4.5   1.11 | 5.5 | 6.5 | 7.5,Yes  2.17 | No  1.60,Tottenham Hotspur  1.20 | Burnley  3.90,Yes  2.17 | No  1.60,Tottenham Hotspur   1.80 | Burnley   7.00,Tottenham Hotspur   1.90 | Burnley   1.10,Yes  2.12 | No  1.62,Yes  8.88 | No  1.03,1.5  2.60 | 1.5  1.42,Yes   2.5  2.60 | 2.5  11.00,No   2.5  4.30 | 2.5  2.40,Yes   3.5  3.80 | 3.5  4.10,No   3.5  11.00 | 3.5  2.05,Yes   4.5  6.75 | 4.5  2.75,No   4.5  23.00 | 4.5  1.87
English FA Cup,"Jan 6, 2024",16:00,Sheffield Wednesday,Cardiff City,Sheffield Wednesday   2.50 | Draw   3.15 | Cardiff City   2.60,2.5  1.94 | 2.5  1.75,0.5   1.02 | 1.5   1.27 | 3.5   3.42 | 4.5   6.77 | 5.5   11.37 | 6.5   11.37,0.5   9.16 | 1.5   3.33 | 3.5   1.26 | 4.5   1.06 | 5.5 | 6.5,Yes  1.73 | No  1.97,Sheffield Wednesday  1.83 | Cardiff City  1.83,Yes  1.73 | No  1.97,Sheffield Wednesday   3.25 | Cardiff City   3.40,Sheffield Wednesday   1.33 | Cardiff City   1.30,Yes  3.94 | No  1.20,Yes  4.12 | No  1.18,0.5  1.39 | 0.5  2.73,Yes   2.5  2.30 | 2.5  6.00,No   2.5  11.00 | 2.5  2.30,Yes   3.5  3.90 | 3.5  3.05,No   3.5  28.00 | 3.5  2.15,Yes   4.5  7.75 | 4.5  2.20,No   4.5  44.00 | 4.5  2.10
English FA Cup,"Jan 6, 2024",16:00,Queens Park Rangers,Bournemouth AFC,Queens Park Rangers   4.10 | Draw   3.60 | Bournemouth AFC   1.74,2.5  1.71 | 2.5  2.00,0.5 | 1.5   1.20 | 3.5   2.73 | 4.5   5.36 | 5.5   10.56 | 6.5   11.37 | 7.5   11.37,0.5   11.37 | 1.5   3.94 | 3.5   1.39 | 4.5   1.11 | 5.5 | 6.5 | 7.5,Yes  1.68 | No  2.03,Queens Park Rangers  2.35 | Bournemouth AFC  1.45,Yes  1.68 | No  2.03,Queens Park Rangers   5.00 | Bournemouth AFC   2.65,Queens Park Rangers   1.17 | Bournemouth AFC   1.44,Yes  5.06 | No  1.13,Yes  2.64 | No  1.41,1.5  2.60 | 1.5  1.42,Yes   2.5  2.10 | 2.5  7.00,No   2.5  8.00 | 2.5  2.60,Yes   3.5  3.30 | 3.5  3.25,No   3.5  20.00 | 3.5  2.35,Yes   4.5  6.00 | 4.5  2.25,No   4.5  36.00 | 4.5  2.25
English FA Cup,"Jan 6, 2024",16:00,West Ham United,Bristol City,West Ham United   1.40 | Draw   4.20 | Bristol City   6.75,2.5  1.67 | 2.5  2.06,0.5 | 1.5   1.20 | 3.5   2.60 | 4.5   4.85 | 5.5   10.56 | 6.5   11.37 | 7.5   11.37,0.5   11.37 | 1.5   3.94 | 3.5   1.42 | 4.5   1.14 | 5.5 | 6.5 | 7.5,Yes  1.84 | No  1.84,West Ham United  1.25 | Bristol City  3.40,Yes  1.84 | No  1.84,West Ham United   2.20 | Bristol City   7.00,West Ham United   1.62 | Bristol City   1.10,Yes  2.17 | No  1.60,Yes  7.59 | No  1.05,1.5  2.45 | 1.5  1.47,Yes   2.5  2.35 | 2.5  8.50,No   2.5  6.00 | 2.5  2.70,Yes   3.5  3.45 | 3.5  3.90,No   3.5  12.50 | 3.5  2.20,Yes   4.5  6.25 | 4.5  2.60,No   4.5  24.00 | 4.5  2.00
English FA Cup,"Jan 6, 2024",16:00,Luton Town,Bolton Wanderers,Luton Town   1.49 | Draw   4.20 | Bolton Wanderers   5.25,2.5  1.67 | 2.5  2.06,0.5 | 1.5   1.20 | 3.5   2.60 | 4.5   4.85 | 5.5   10.56 | 6.5   11.37 | 7.5   11.37,0.5   11.37 | 1.5   3.94 | 3.5   1.42 | 4.5   1.14 | 5.5 | 6.5 | 7.5,Yes  1.77 | No  1.92,Luton Town  1.30 | Bolton Wanderers  3.00,Yes  1.77 | No  1.92,Luton Town   2.25 | Bolton Wanderers   6.50,Luton Town   1.57 | Bolton Wanderers   1.11,Yes  2.39 | No  1.50,Yes  5.80 | No  1.09,1.5  2.45 | 1.5  1.47,Yes   2.5  2.20 | 2.5  8.50,No   2.5  6.00 | 2.5  2.65,Yes   3.5  3.50 | 3.5  3.50,No   3.5  16.00 | 3.5  2.20,Yes   4.5  6.50 | 4.5  2.40,No   4.5  30.00 | 4.5  2.05
English FA Cup,"Jan 6, 2024",16:00,Middlesbrough,Aston Villa,Middlesbrough   4.80 | Draw   3.60 | Aston Villa   1.62,2.5  1.84 | 2.5  1.84,0.5 | 1.5   1.26 | 3.5   3.17 | 4.5   6.31 | 5.5   11.37 | 6.5   11.37,0.5   10.56 | 1.5   3.42 | 3.5   1.30 | 4.5   1.08 | 5.5 | 6.5,Yes  1.84 | No  1.84,Middlesbrough  2.75 | Aston Villa  1.36,Yes  1.84 | No  1.84,Middlesbrough   5.00 | Aston Villa   2.25,Middlesbrough   1.17 | Aston Villa   1.57,Yes  6.04 | No  1.08,Yes  2.81 | No  1.37,1.5  2.73 | 1.5  1.39,Yes   2.5  2.40 | 2.5  7.50,No   2.5  7.50 | 2.5  2.40,Yes   3.5  3.90 | 3.5  3.30,No   3.5  20.00 | 3.5  2.10,Yes   4.5  7.50 | 4.5  2.35,No   4.5  36.00 | 4.5  2.00
English FA Cup,"Jan 6, 2024",16:00,Sunderland,Newcastle United,Sunderland   5.25 | Draw   4.00 | Newcastle United   1.52,2.5  1.67 | 2.5  2.06,0.5 | 1.5   1.20 | 3.5   2.60 | 4.5   4.85 | 5.5   10.56 | 6.5   11.37 | 7.5   11.37,0.5   11.37 | 1.5   3.94 | 3.5   1.42 | 4.5   1.14 | 5.5 | 6.5 | 7.5,Yes  1.77 | No  1.92,Sunderland  3.00 | Newcastle United  1.30,Yes  1.77 | No  1.92,Sunderland   6.00 | Newcastle United   2.40,Sunderland   1.13 | Newcastle United   1.53,Yes  6.16 | No  1.08,Yes  2.30 | No  1.53,1.5  2.45 | 1.5  1.47,Yes   2.5  2.10 | 2.5  8.00,No   2.5  6.50 | 2.5  2.65,Yes   3.5  3.25 | 3.5  3.60,No   3.5  15.00 | 3.5  2.30,Yes   4.5  6.00 | 4.5  2.40,No   4.5  29.00 | 4.5  2.15
English FA Cup,"Jan 6, 2024",16:00,Manchester City,Huddersfield Town,Manchester City   1.07 | Draw   8.75 | Huddersfield Town   20.00,3.5  1.84 | 3.5  1.84,0.5 | 1.5   1.06 | 2.5   1.32 | 4.5   2.95 | 5.5   4.85 | 6.5   9.60 | 7.5   11.37 | 8.5   11.37,0.5   11.37 | 1.5   6.77 | 2.5   3.02 | 4.5   1.34 | 5.5   1.14 | 6.5   1.02 | 7.5 | 8.5,Yes  3.17 | No  1.30,Manchester City | Huddersfield Town  12.42,Yes  3.17 | No  1.30,Manchester City   1.36 | Huddersfield Town   15.00,Manchester City   3.00 | Huddersfield Town   1.03,Yes  1.45 | No  2.52,Yes  11.37 | No,1.5  1.90 | 1.5  1.79,Yes   2.5  3.50 | 2.5  21.00,No   2.5  2.00 | 2.5  3.40,not specified,not specified,not specified,not specified
English FA Cup,"Jan 6, 2024",16:00,Plymouth Argyle,Sutton United,Plymouth Argyle   1.29 | Draw   5.25 | Sutton United   7.25,3.5  2.17 | 3.5  1.60,0.5 | 1.5   1.11 | 2.5   1.47 | 4.5   3.68 | 5.5   6.77 | 6.5   11.37 | 7.5   11.37 | 8.5   11.37,0.5   11.37 | 1.5   5.36 | 2.5   2.45 | 4.5   1.23 | 5.5   1.06 | 6.5 | 7.5 | 8.5,Yes  1.77 | No  1.92,Plymouth Argyle  1.18 | Sutton United  3.75,Yes  1.77 | No  1.92,Plymouth Argyle   2.10 | Sutton United   10.00,Plymouth Argyle   1.67 | Sutton United   1.06,Yes  1.82 | No  1.86,Yes  6.60 | No  1.07,1.5  2.17 | 1.5  1.60,Yes   2.5  2.10 | 2.5  11.00,No   2.5  4.30 | 2.5  3.10,Yes   3.5  2.80 | 3.5  4.20,No   3.5  10.00 | 3.5  2.55,Yes   4.5  4.60 | 4.5  2.65,No   4.5  20.00 | 4.5  2.25
English FA Cup,"Jan 6, 2024",16:00,Wigan Athletic,Manchester United,Wigan Athletic   12.50 | Draw   6.75 | Manchester United   1.15,2.5  1.53 | 2.5  2.30,0.5 | 1.5   1.14 | 3.5   2.35 | 4.5   4.24 | 5.5   8.66 | 6.5   11.37 | 7.5   11.37,0.5   11.37 | 1.5   4.85 | 3.5   1.51 | 4.5   1.18 | 5.5   1.03 | 6.5 | 7.5,Yes  2.35 | No  1.51,Wigan Athletic  5.89 | Manchester United  1.09,Yes  2.35 | No  1.51,Wigan Athletic   11.00 | Manchester United   1.62,Wigan Athletic   1.05 | Manchester United   2.20,Yes  11.37 | No,Yes  1.73 | No  1.96,1.5  2.24 | 1.5  1.56,Yes   2.5  2.75 | 2.5  15.00,No   2.5  3.10 | 2.5  2.75,Yes   3.5  3.90 | 3.5  5.25,No   3.5  7.00 | 3.5  2.00,Yes   4.5  6.50 | 4.5  3.45,No   4.5  14.50 | 4.5  1.75
English FA Cup,"Jan 6, 2024",16:00,Crystal Palace,Everton,Crystal Palace   2.45 | Draw   3.10 | Everton   2.75,2.5  2.06 | 2.5  1.67,0.5   1.04 | 1.5   1.34 | 3.5   3.68 | 4.5   7.74 | 5.5   11.37 | 6.5   11.37,0.5   8.23 | 1.5   2.95 | 3.5   1.23 | 4.5   1.04 | 5.5 | 6.5,Yes  1.84 | No  1.84,Crystal Palace  1.79 | Everton  1.90,Yes  1.84 | No  1.84,Crystal Palace   3.00 | Everton   3.25,Crystal Palace   1.36 | Everton   1.33,Yes  3.94 | No  1.20,Yes  4.31 | No  1.17,0.5  1.42 | 0.5  2.60,Yes   2.5  2.50 | 2.5  6.00,No   2.5  11.00 | 2.5  2.20,Yes   3.5  4.00 | 3.5  3.05,No   3.5  28.00 | 3.5  2.10,Yes   4.5  8.00 | 4.5  2.20,No   4.5  44.00 | 4.5  2.05
English FA Cup,"Jan 6, 2024",16:00,Chelsea,Preston North End,Chelsea   1.16 | Draw   6.75 | Preston North End   11.50,3.5  1.98 | 3.5  1.72,0.5 | 1.5   1.08 | 2.5   1.37 | 4.5   3.17 | 5.5   5.80 | 6.5   11.37 | 7.5   11.37 | 8.5   11.37,0.5   11.37 | 1.5   6.31 | 2.5   2.81 | 4.5   1.30 | 5.5   1.09 | 6.5 | 7.5 | 8.5,Yes  1.92 | No  1.77,Chelsea  1.11 | Preston North End  5.00,Yes  1.92 | No  1.77,Chelsea   1.83 | Preston North End   13.00,Chelsea   1.83 | Preston North End   1.04,Yes  1.60 | No  2.16,Yes  8.79 | No  1.03,1.5  1.98 | 1.5  1.72,Yes   2.5  2.20 | 2.5  15.00,No   2.5  3.25 | 2.5  3.40,Yes   3.5  2.90 | 3.5  5.25,No   3.5  6.50 | 3.5  2.50,Yes   4.5  4.50 | 4.5  3.20,No   4.5  13.00 | 4.5  2.10
English FA Cup,"Jan 6, 2024",16:00,Coventry City,Oxford United,Coventry City   1.68 | Draw   3.40 | Oxford United   4.80,2.5  1.67 | 2.5  2.06,0.5 | 1.5   1.18 | 3.5   2.60 | 4.5   4.85 | 5.5   10.56 | 6.5   11.37 | 7.5   11.37,0.5   11.37 | 1.5   4.24 | 3.5   1.42 | 4.5   1.14 | 5.5 | 6.5 | 7.5,Yes  1.65 | No  2.08,Coventry City  1.40 | Oxford United  2.63,Yes  1.65 | No  2.08,Coventry City   2.65 | Oxford United   6.00,Coventry City   1.44 | Oxford United   1.13,Yes  2.49 | No  1.46,Yes  5.35 | No  1.11,1.5  2.45 | 1.5  1.47,Yes   2.5  2.10 | 2.5  7.00,No   2.5  7.50 | 2.5  2.75,Yes   3.5  3.05 | 3.5  3.40,No   3.5  17.00 | 3.5  2.45,Yes   4.5  5.50 | 4.5  2.30,No   4.5  31.00 | 4.5  2.30
English FA Cup,"Jan 6, 2024",16:00,Shrewsbury Town,Wrexham,Shrewsbury Town   2.60 | Draw   3.30 | Wrexham   2.40,2.5  1.71 | 2.5  2.00,0.5 | 1.5   1.20 | 3.5   2.73 | 4.5   5.36 | 5.5   10.56 | 6.5   11.37 | 7.5   11.37,0.5   11.37 | 1.5   3.94 | 3.5   1.39 | 4.5   1.11 | 5.5 | 6.5 | 7.5,Yes  1.60 | No  2.17,Shrewsbury Town  1.83 | Wrexham  1.73,Yes  1.60 | No  2.17,Shrewsbury Town   3.80 | Wrexham   3.50,Shrewsbury Town   1.25 | Wrexham   1.29,Yes  3.59 | No  1.24,Yes  3.35 | No  1.27,1.5  2.60 | 1.5  1.42,Yes   2.5  2.00 | 2.5  6.50,No   2.5  10.00 | 2.5  2.65,Yes   3.5  3.15 | 3.5  3.10,No   3.5  25.00 | 3.5  2.50,Yes   4.5  5.75 | 4.5  2.10,No   4.5  41.00 | 4.5  2.40
English FA Cup,"Jan 6, 2024",16:00,Watford,Chesterfield,Watford   1.40 | Draw   4.50 | Chesterfield   6.25,2.5  1.58 | 2.5  2.20,0.5 | 1.5   1.16 | 3.5   2.45 | 4.5   4.43 | 5.5   9.60 | 6.5   11.37 | 7.5   11.37,0.5   11.37 | 1.5   4.43 | 3.5   1.47 | 4.5   1.16 | 5.5   1.02 | 6.5 | 7.5,Yes  1.77 | No  1.92,Watford  1.27 | Chesterfield  3.10,Yes  1.77 | No  1.92,Watford   2.20 | Chesterfield   7.00,Watford   1.62 | Chesterfield   1.10,Yes  2.16 | No  1.60,Yes  6.60 | No  1.07,1.5  2.35 | 1.5  1.51,Yes   2.5  2.10 | 2.5  9.00,No   2.5  5.50 | 2.5  2.75,Yes   3.5  3.20 | 3.5  3.70,No   3.5  13.50 | 3.5  2.30,Yes   4.5  5.75 | 4.5  2.50,No   4.5  26.00 | 4.5  2.15
